timestamp,weather_condition,road_condition,location_type,day_of_week,time_of_day,traffic_density,speed_limit,visibility_meters,temperature_celsius,accident_occurred
2023-10-30 08:44:08.150004,clear,wet,intersection,Monday,8,9,45,3567,19.101545988931736,1
2024-03-26 23:42:40.150004,clear,dry,intersection,Tuesday,23,5,70,4827,35.74723144237554,0
2022-12-28 05:05:44.150004,snow,icy,intersection,Wednesday,5,2,30,535,8.24203268837617,1
2022-10-03 18:15:26.150004,rain,wet,residential,Monday,18,10,70,1861,39.135749603356274,0
2024-03-30 17:52:39.150004,clear,dry,highway,Saturday,17,9,40,6187,18.79138233570116,0
2024-07-19 00:32:27.150004,rain,wet,rural,Friday,0,2,40,1262,38.67009780937669,1
2023-11-03 02:48:31.150004,fog,icy,rural,Friday,2,2,45,376,-8.646967297644233,1
2024-04-08 20:34:29.150004,clear,wet,highway,Monday,20,7,45,7385,26.3988161206194,1
2023-11-20 01:56:11.150004,fog,dry,highway,Monday,1,3,70,258,30.831076214636816,1
2023-03-22 17:38:07.150004,clear,dry,intersection,Wednesday,17,10,55,4187,-7.341335666175621,1
2024-03-29 13:50:03.150004,rain,wet,intersection,Friday,13,2,45,305,18.948483200812287,1
2023-11-16 16:19:55.150004,clear,dry,intersection,Thursday,16,9,30,7779,30.09711467947242,0
2024-08-21 01:03:51.150004,clear,wet,intersection,Wednesday,1,3,25,1560,18.05193626115364,1
2023-05-01 23:22:35.150004,clear,dry,intersection,Monday,23,4,55,3965,-6.809320479726669,0
2022-11-26 19:20:45.150004,rain,wet,intersection,Saturday,19,7,25,851,24.672362044915573,1
2024-06-29 23:03:46.150004,clear,dry,highway,Saturday,23,5,70,3302,-6.970154266334569,0
2024-03-12 06:13:19.150004,clear,dry,rural,Tuesday,6,4,35,8985,30.873444750821925,0
2024-02-12 11:23:38.150004,clear,dry,highway,Monday,11,6,65,3988,-7.84829083466528,0
2022-08-14 07:01:05.150004,snow,snowy,rural,Sunday,7,9,30,348,-3.13013094948146,1
2022-11-12 16:17:44.150004,clear,dry,highway,Saturday,16,10,55,1123,3.7553795261634253,1
2025-03-22 17:39:33.150004,clear,dry,highway,Saturday,17,7,70,2242,21.66823961304,0
2024-07-25 11:16:07.150004,clear,dry,highway,Thursday,11,3,40,8257,38.8179549815653,0
2024-10-28 03:07:56.150004,clear,dry,intersection,Monday,3,2,55,7433,-4.108857369003279,0
2023-09-02 23:50:02.150004,rain,wet,intersection,Saturday,23,3,35,766,-2.8646165393040786,0
2023-12-05 09:16:14.150004,rain,wet,rural,Tuesday,9,10,40,829,8.443519835049017,1
2024-05-12 12:24:22.150004,clear,dry,rural,Sunday,12,8,55,4364,31.81095688776601,0
2025-04-06 20:21:55.150004,clear,snowy,intersection,Sunday,20,6,70,6530,13.36154763754071,1
2025-01-21 19:50:41.150004,rain,wet,intersection,Tuesday,19,10,40,887,6.080530012791083,1
2024-11-12 05:51:38.150004,clear,wet,highway,Tuesday,5,3,45,4399,18.060191610443063,0
2023-05-31 16:03:33.150004,rain,wet,intersection,Wednesday,16,7,40,1577,3.0261598722875007,0
2022-10-19 13:18:37.150004,rain,wet,highway,Wednesday,13,9,55,669,10.057995362376047,1
2025-03-27 08:34:57.150004,rain,dry,intersection,Thursday,8,9,40,924,6.630257461602092,1
2024-04-12 04:01:34.150004,clear,dry,highway,Friday,4,1,30,7906,30.207051120732295,0
2023-10-29 16:44:43.150004,clear,wet,intersection,Sunday,16,10,45,7350,36.21278632190004,0
2022-10-15 22:43:39.150004,fog,dry,highway,Saturday,22,2,45,314,27.97860960784559,1
2024-07-02 17:02:30.150004,clear,dry,intersection,Tuesday,17,8,35,7720,11.954178801499175,0
2025-03-27 02:39:19.150004,rain,wet,highway,Thursday,2,3,45,1875,15.21674887483319,1
2023-06-08 10:43:16.150004,clear,wet,rural,Thursday,10,10,25,8216,-3.746315303528216,0
2024-08-16 08:47:00.150004,rain,dry,highway,Friday,8,7,30,1687,27.34323555672689,0
2025-03-15 10:04:57.150004,clear,wet,rural,Saturday,10,9,35,928,19.823783969752206,0
2024-02-10 03:11:08.150004,clear,dry,residential,Saturday,3,1,25,8552,35.12199980687182,0
2023-02-09 18:24:08.150004,clear,dry,rural,Thursday,18,8,40,9356,0.030557178757659287,0
2022-10-26 16:48:18.150004,rain,wet,residential,Wednesday,16,9,65,1036,27.986306096630607,1
2022-09-15 05:56:32.150004,rain,dry,residential,Thursday,5,3,25,1050,24.233583085959488,0
2024-03-04 04:34:23.150004,clear,dry,rural,Monday,4,2,35,9208,3.2922766904876095,0
2023-09-04 06:30:01.150004,clear,dry,intersection,Monday,6,4,45,8936,23.368931977041257,0
2024-06-13 23:25:21.150004,rain,wet,highway,Thursday,23,2,30,1664,36.21866902883248,1
2023-07-08 07:16:45.150004,clear,dry,rural,Saturday,7,8,65,8512,35.921799383355946,0
2022-07-21 03:31:29.150004,clear,wet,residential,Thursday,3,2,35,5686,25.981328725807067,0
2023-01-10 19:56:34.150004,clear,wet,rural,Tuesday,19,10,25,5270,-7.596344373296995,0
2025-04-03 22:41:32.150004,clear,dry,residential,Thursday,22,2,65,9653,33.613216866008074,0
2022-12-31 21:50:20.150004,clear,wet,rural,Saturday,21,4,25,3077,22.888930350227,0
2024-05-13 05:26:12.150004,clear,dry,residential,Monday,5,1,70,3174,5.521712659136721,1
2023-10-30 22:46:14.150004,clear,dry,residential,Monday,22,7,35,1803,-0.6374819147150355,0
2022-11-19 14:13:13.150004,clear,wet,highway,Saturday,14,7,65,8236,-4.189806850134144,0
2024-06-23 16:12:59.150004,clear,dry,rural,Sunday,16,7,55,5149,-7.488155037111951,0
2023-05-28 17:40:38.150004,clear,dry,residential,Sunday,17,8,55,4385,27.70516239753782,0
2022-12-10 21:38:27.150004,clear,dry,residential,Saturday,21,5,35,3335,1.7921499471637663,0
2022-12-26 07:32:28.150004,rain,wet,residential,Monday,7,9,55,1507,-8.787353197837247,1
2023-08-07 23:34:04.150004,clear,wet,highway,Monday,23,1,35,8975,9.863532592099464,0
2023-07-22 16:16:46.150004,clear,dry,intersection,Saturday,16,10,45,901,14.130354029616946,0
2024-01-07 09:58:54.150004,clear,dry,rural,Sunday,9,7,65,909,-1.5384884549936544,0
2022-06-22 02:00:11.150004,clear,dry,highway,Wednesday,2,2,35,1400,-7.797583191872511,0
2022-10-26 04:16:03.150004,clear,dry,intersection,Wednesday,4,1,40,4968,-0.5437258450965565,0
2025-02-11 20:20:38.150004,clear,dry,intersection,Tuesday,20,10,30,5780,23.955138091828715,0
2022-05-14 09:52:47.150004,snow,icy,residential,Saturday,9,7,30,884,-5.88781613743968,1
2024-09-01 01:02:23.150004,clear,wet,residential,Sunday,1,2,40,2170,17.75185152784969,0
2022-09-21 14:14:54.150004,fog,icy,residential,Wednesday,14,5,25,71,-2.6794006045916667,1
2023-12-16 08:46:29.150004,clear,dry,residential,Saturday,8,9,25,5425,-0.21554132097903178,0
2024-11-08 01:36:51.150004,clear,dry,highway,Friday,1,3,25,1816,9.653894163334932,0
2024-11-27 03:12:07.150004,clear,dry,highway,Wednesday,3,1,70,9422,-4.958733197313433,0
2025-01-30 21:15:39.150004,clear,icy,intersection,Thursday,21,7,65,2014,-1.3398248608893564,1
2022-10-20 04:07:38.150004,clear,snowy,residential,Thursday,4,3,25,6651,7.447620572567708,0
2022-10-03 17:04:39.150004,rain,wet,intersection,Monday,17,9,45,568,6.483450274918344,1
2024-09-07 17:09:07.150004,clear,wet,residential,Saturday,17,10,40,7069,27.463574283786592,1
2022-09-07 17:46:46.150004,snow,snowy,highway,Wednesday,17,8,30,798,-6.260884743678782,1
2023-07-12 08:16:52.150004,rain,wet,highway,Wednesday,8,8,40,1942,33.02253678331717,1
2023-05-22 14:37:22.150004,clear,dry,rural,Monday,14,7,30,293,30.81160853697274,0
2024-10-05 14:18:58.150004,clear,dry,intersection,Saturday,14,1,25,4087,28.29958198459692,0
2023-12-24 00:23:36.150004,clear,dry,residential,Sunday,0,2,45,7988,5.468618123156624,0
2022-09-08 00:24:50.150004,clear,dry,intersection,Thursday,0,3,35,9742,31.144089277039377,0
2022-04-30 23:47:59.150004,clear,dry,intersection,Saturday,23,9,35,5544,-0.8598959855359602,0
2024-11-29 05:02:00.150004,clear,dry,highway,Friday,5,3,55,2759,-3.7795397072485883,0
2023-11-17 07:28:17.150004,clear,dry,intersection,Friday,7,10,25,7751,-7.752183325525632,0
2022-05-23 00:16:04.150004,clear,dry,residential,Monday,0,2,25,7845,36.9655181502788,0
2024-04-12 17:19:20.150004,fog,dry,highway,Friday,17,10,40,196,5.400544885263685,1
2022-08-08 11:22:49.150004,rain,dry,intersection,Monday,11,4,45,1718,35.8808940088953,1
2022-08-23 20:06:02.150004,snow,icy,intersection,Tuesday,20,9,45,253,3.6306780759664843,1
2025-04-15 07:25:21.150004,clear,dry,residential,Tuesday,7,10,70,9557,35.37829796681748,0
2022-10-09 05:16:44.150004,clear,dry,residential,Sunday,5,3,40,9628,35.196452642304415,0
2024-09-03 02:46:37.150004,clear,dry,highway,Tuesday,2,2,45,6594,36.18380225053564,0
2025-04-06 23:22:16.150004,clear,dry,highway,Sunday,23,4,65,6761,14.807671964209689,0
2023-01-07 07:45:12.150004,clear,dry,residential,Saturday,7,7,65,7271,33.2973143399446,0
2024-09-17 06:30:41.150004,rain,wet,residential,Tuesday,6,3,45,819,37.53829480836601,1
2024-06-08 22:01:19.150004,rain,wet,intersection,Saturday,22,5,65,515,6.230847094858973,1
2024-08-27 03:11:35.150004,clear,dry,residential,Tuesday,3,1,70,7042,10.943720284127753,0
2023-08-24 17:23:01.150004,clear,dry,residential,Thursday,17,9,35,8112,25.9620093667872,0
2022-04-17 14:54:31.150004,clear,dry,residential,Sunday,14,6,45,3851,5.017991086165045,0
2022-07-13 15:06:03.150004,clear,dry,residential,Wednesday,15,3,65,5412,27.690465445632945,0
2023-01-11 22:10:47.150004,clear,dry,rural,Wednesday,22,5,25,5523,-6.305392739323303,0
2022-08-15 23:30:25.150004,clear,dry,intersection,Monday,23,8,35,9653,16.17491921442711,0
2023-05-25 07:59:08.150004,clear,icy,rural,Thursday,7,9,25,4620,-3.8843257958127397,0
2025-01-15 07:48:24.150004,fog,dry,highway,Wednesday,7,9,25,349,4.666173821833823,0
2022-05-21 04:07:12.150004,clear,dry,residential,Saturday,4,3,65,2133,2.9312696243235994,0
2023-11-18 07:50:31.150004,rain,wet,intersection,Saturday,7,7,65,1663,31.946603678133307,0
2022-05-29 18:17:44.150004,clear,icy,highway,Sunday,18,8,40,5213,-0.3241372296901268,1
2024-02-13 01:11:34.150004,clear,wet,residential,Tuesday,1,1,55,4883,30.422396007955946,1
2023-08-22 14:01:55.150004,clear,dry,residential,Tuesday,14,4,45,6851,29.6980172953961,0
2023-09-15 15:49:19.150004,clear,wet,intersection,Friday,15,6,45,3390,14.944152777861493,1
2022-06-23 19:19:24.150004,clear,dry,highway,Thursday,19,7,45,3894,1.6921627798064804,0
2023-10-21 13:48:09.150004,rain,wet,intersection,Saturday,13,1,45,1010,1.3448169978111366,0
2024-11-28 10:10:58.150004,rain,wet,rural,Thursday,10,8,65,350,13.24623235579239,1
2024-10-30 04:38:40.150004,clear,dry,rural,Wednesday,4,2,35,8146,-9.559549630324184,0
2022-08-08 09:13:34.150004,clear,wet,intersection,Monday,9,9,30,8201,16.567537730568308,0
2025-01-08 13:58:59.150004,snow,snowy,rural,Wednesday,13,4,25,505,37.63897628835277,0
2022-06-28 16:02:08.150004,clear,dry,rural,Tuesday,16,10,55,5450,-2.264655906870175,0
2023-08-06 00:30:10.150004,clear,dry,highway,Sunday,0,2,70,1368,18.66728107378017,0
2024-05-01 08:39:15.150004,clear,wet,residential,Wednesday,8,8,55,8769,38.08893443222284,0
2022-11-05 22:23:19.150004,rain,dry,highway,Saturday,22,2,30,374,33.02610697458001,0
2024-04-04 23:12:50.150004,fog,dry,residential,Thursday,23,7,70,104,32.51900581906701,0
2024-05-27 16:52:58.150004,clear,wet,highway,Monday,16,10,70,3069,31.09249651980945,0
2023-01-01 07:44:50.150004,snow,dry,highway,Sunday,7,8,30,878,5.451180302809281,1
2023-11-02 06:19:15.150004,rain,wet,highway,Thursday,6,1,70,1534,34.53084156334061,0
2023-05-15 14:30:52.150004,clear,dry,intersection,Monday,14,10,30,8816,37.06701756165855,0
2023-10-07 07:19:07.150004,clear,dry,residential,Saturday,7,8,65,1374,14.78962116495197,0
2025-03-30 12:36:13.150004,clear,dry,highway,Sunday,12,1,35,4454,7.728552362972938,0
2023-02-01 23:14:16.150004,fog,dry,highway,Wednesday,23,5,30,203,10.711450780292807,1
2024-10-01 05:25:03.150004,clear,snowy,rural,Tuesday,5,1,70,5987,6.7103220915632775,0
2022-07-23 04:44:53.150004,rain,wet,highway,Saturday,4,3,70,1723,0.6209221012270039,1
2022-08-23 02:32:12.150004,clear,dry,highway,Tuesday,2,3,35,8779,20.92242351264447,0
2022-10-21 09:01:55.150004,rain,wet,rural,Friday,9,8,65,700,18.129844312266144,0
2022-08-20 09:38:10.150004,clear,dry,rural,Saturday,9,9,40,5003,13.129253551963778,0
2024-12-02 20:26:07.150004,clear,dry,intersection,Monday,20,7,70,9816,-5.207730665758411,0
2025-02-19 15:21:23.150004,rain,dry,highway,Wednesday,15,9,70,1413,29.844648235299992,0
2024-03-03 02:23:21.150004,rain,wet,rural,Sunday,2,1,40,705,-1.25332186246054,0
2023-06-02 08:30:51.150004,snow,snowy,highway,Friday,8,8,55,248,-4.271897830197593,1
2023-12-21 14:20:01.150004,clear,dry,highway,Thursday,14,7,40,4319,21.15356977414737,0
2024-09-15 22:52:54.150004,rain,wet,intersection,Sunday,22,7,35,207,9.932218061886157,1
2024-09-20 02:10:39.150004,clear,wet,intersection,Friday,2,3,35,2487,-7.009576232383527,1
2023-12-05 14:16:30.150004,clear,dry,residential,Tuesday,14,2,25,4602,7.7784177480529095,0
2024-10-21 07:47:06.150004,clear,dry,residential,Monday,7,9,70,1404,28.589017614248142,0
2023-04-26 08:57:50.150004,clear,dry,rural,Wednesday,8,8,30,3450,20.76246026085488,0
2023-05-21 03:13:51.150004,clear,dry,residential,Sunday,3,1,45,7246,8.13930114934984,0
2023-03-10 01:42:06.150004,fog,wet,intersection,Friday,1,2,45,197,-0.4097604182705954,1
2025-03-25 22:03:11.150004,clear,dry,intersection,Tuesday,22,1,30,6315,21.589781040238663,0
2024-11-19 07:20:41.150004,rain,wet,rural,Tuesday,7,8,45,1908,34.377765047317766,0
2022-11-23 02:56:29.150004,clear,snowy,highway,Wednesday,2,3,45,6791,22.31363590079569,0
2023-04-03 03:59:51.150004,clear,icy,highway,Monday,3,3,65,1887,30.645192732511212,1
2022-10-24 23:34:47.150004,clear,icy,rural,Monday,23,5,45,4661,16.07639192771855,0
2024-08-15 01:22:00.150004,snow,snowy,highway,Thursday,1,2,55,692,25.89855533705144,1
2025-04-02 19:16:32.150004,snow,icy,intersection,Wednesday,19,6,70,690,34.811338688917616,1
2024-09-14 09:18:08.150004,snow,dry,rural,Saturday,9,8,70,568,28.658948912932757,1
2025-01-24 04:55:56.150004,fog,dry,rural,Friday,4,3,70,370,35.49269766990729,1
2024-10-09 16:14:48.150004,clear,wet,intersection,Wednesday,16,10,35,727,11.556980105802992,1
2022-11-08 23:28:01.150004,clear,dry,rural,Tuesday,23,6,35,4096,35.21101275635283,0
2023-07-31 04:04:14.150004,rain,wet,highway,Monday,4,2,35,771,21.07836172408538,1
2024-02-23 07:40:45.150004,clear,wet,highway,Friday,7,7,30,2425,33.502438304084684,1
2024-10-11 23:37:28.150004,clear,snowy,rural,Friday,23,3,40,325,-8.03117347810823,1
2025-03-26 02:09:35.150004,clear,wet,rural,Wednesday,2,2,55,6909,22.892619095676807,1
2024-02-16 20:21:01.150004,clear,dry,intersection,Friday,20,2,55,1638,32.39875394389493,0
2022-05-22 15:37:25.150004,clear,dry,intersection,Sunday,15,7,45,4631,-1.289898317840013,0
2023-10-22 21:20:36.150004,clear,dry,intersection,Sunday,21,1,70,295,23.089346673246155,0
2025-04-02 09:22:37.150004,clear,dry,highway,Wednesday,9,10,25,9130,31.24773571083157,0
2023-01-05 07:15:52.150004,clear,dry,intersection,Thursday,7,10,35,6720,4.3974684816318526,0
2022-11-30 02:47:59.150004,clear,wet,highway,Wednesday,2,1,65,8242,10.262316395319601,0
2023-02-24 20:47:11.150004,clear,wet,intersection,Friday,20,1,55,2234,18.47588592496097,0
2023-05-14 16:33:14.150004,rain,dry,highway,Sunday,16,8,55,650,15.958384444228106,0
2025-04-14 09:41:11.150004,clear,dry,intersection,Monday,9,10,25,5913,-8.040530348143218,0
2024-04-13 11:26:09.150004,clear,dry,residential,Saturday,11,9,45,3101,-5.0663950957293284,0
2022-11-08 22:35:43.150004,rain,wet,intersection,Tuesday,22,8,55,1830,-4.976671034781934,0
2023-12-23 21:47:56.150004,clear,dry,highway,Saturday,21,4,70,3821,3.1133952749587497,1
2023-06-06 11:44:23.150004,clear,dry,rural,Tuesday,11,7,55,9370,2.293205640122462,0
2022-10-22 01:51:32.150004,rain,wet,residential,Saturday,1,2,40,327,27.11111918933998,1
2023-07-13 19:58:25.150004,clear,dry,intersection,Thursday,19,7,25,9330,18.637219300807224,0
2023-05-13 00:46:43.150004,rain,wet,intersection,Saturday,0,2,65,1857,28.198804232262056,1
2024-12-10 20:05:25.150004,rain,wet,residential,Tuesday,20,5,65,1510,-6.505197129456493,0
2024-09-06 14:57:34.150004,rain,dry,highway,Friday,14,1,45,1052,14.260711873580032,0
2023-10-24 13:27:43.150004,clear,dry,residential,Tuesday,13,8,45,7359,6.1887789632634735,0
2024-11-25 14:25:48.150004,clear,dry,highway,Monday,14,10,35,735,32.49696553778732,1
2023-12-04 16:56:13.150004,clear,snowy,highway,Monday,16,10,40,2806,25.389457845495166,0
2023-04-30 03:38:34.150004,clear,dry,highway,Sunday,3,3,45,5073,33.46292354133981,0
2024-09-02 15:04:13.150004,clear,dry,residential,Monday,15,3,70,9974,-7.678643879696997,0
2025-02-28 01:40:24.150004,clear,wet,rural,Friday,1,3,40,4885,26.04117447833002,0
2024-12-22 15:01:46.150004,clear,dry,intersection,Sunday,15,8,35,2022,17.0004176079789,0
2024-08-02 10:51:31.150004,clear,icy,highway,Friday,10,7,70,760,31.250001450778292,1
2024-09-16 15:53:11.150004,clear,dry,intersection,Monday,15,5,65,8566,15.35802954629105,0
2023-04-18 17:27:53.150004,clear,dry,highway,Tuesday,17,9,25,5135,17.01045389509545,0
2024-11-03 07:40:46.150004,rain,dry,rural,Sunday,7,9,55,286,-7.4116309528967435,1
2023-02-14 06:25:27.150004,clear,dry,highway,Tuesday,6,8,55,4943,23.426143251798337,0
2023-12-23 18:04:45.150004,clear,dry,rural,Saturday,18,9,30,2644,3.6569937802525025,0
2023-05-26 14:07:34.150004,snow,icy,residential,Friday,14,10,30,993,-9.015303891058975,1
2022-06-22 10:07:00.150004,clear,dry,rural,Wednesday,10,5,30,3005,-6.678141874698498,0
2022-04-23 10:54:20.150004,clear,dry,residential,Saturday,10,4,55,8453,37.86428044830128,0
2025-02-02 13:17:46.150004,clear,dry,intersection,Sunday,13,1,40,9823,7.303864478992349,0
2024-07-28 09:05:21.150004,rain,dry,intersection,Sunday,9,10,70,1304,33.40378143105795,1
2023-07-28 20:15:31.150004,clear,dry,highway,Friday,20,7,30,4193,37.98386170346279,0
2024-08-26 11:11:26.150004,clear,dry,intersection,Monday,11,1,25,8820,37.163359441866135,0
2022-05-30 07:59:44.150004,clear,dry,highway,Monday,7,9,45,7694,34.08626203497101,0
2024-09-11 07:36:03.150004,snow,icy,highway,Wednesday,7,8,70,633,34.742195623065044,1
2025-03-06 04:54:29.150004,clear,dry,rural,Thursday,4,1,40,5258,4.450402217047575,0
2024-03-24 05:42:51.150004,clear,dry,highway,Sunday,5,3,55,9996,-2.4265054869820855,0
2023-08-19 16:12:22.150004,snow,icy,residential,Saturday,16,10,25,351,21.963128104396183,1
2022-12-03 12:37:46.150004,clear,dry,rural,Saturday,12,7,65,3655,14.405279593441193,0
2024-03-04 01:42:48.150004,snow,snowy,rural,Monday,1,3,55,289,-5.062664065241448,1
2022-08-29 14:20:18.150004,clear,dry,intersection,Monday,14,7,40,660,23.877065801120544,0
2023-09-07 06:25:46.150004,rain,wet,highway,Thursday,6,5,40,1023,18.143000374238667,0
2022-07-19 17:28:04.150004,clear,dry,highway,Tuesday,17,8,40,9202,33.153370040521956,0
2022-11-22 08:50:48.150004,rain,wet,highway,Tuesday,8,9,35,1821,20.459189784419934,0
2022-09-04 07:53:21.150004,snow,snowy,highway,Sunday,7,10,45,583,18.697308986087684,1
2023-12-21 20:28:47.150004,clear,snowy,residential,Thursday,20,2,70,6723,12.037586166631396,0
2023-01-19 18:20:00.150004,clear,icy,highway,Thursday,18,8,30,3779,13.139353494443515,0
2024-01-25 00:46:52.150004,clear,dry,highway,Thursday,0,3,35,4481,37.719061348955805,0
2022-12-27 06:27:03.150004,clear,icy,rural,Tuesday,6,9,45,1074,-3.077699529988034,0
2024-01-20 13:10:16.150004,clear,dry,intersection,Saturday,13,5,55,9894,12.310940929109357,0
2023-03-29 16:32:30.150004,clear,wet,highway,Wednesday,16,7,30,7089,22.791361696342143,0
2024-10-03 13:24:39.150004,clear,dry,residential,Thursday,13,4,65,587,11.650532279519979,0
2022-08-07 14:17:47.150004,clear,dry,intersection,Sunday,14,1,35,4641,4.160781352037887,0
2023-12-10 04:49:21.150004,clear,dry,residential,Sunday,4,3,35,3133,4.3678685381427425,1
2022-05-28 14:49:06.150004,rain,wet,intersection,Saturday,14,8,70,578,1.6828023128857872,1
2024-09-02 20:35:07.150004,clear,dry,rural,Monday,20,2,25,3974,7.195160029154483,0
2022-11-13 01:00:44.150004,clear,dry,highway,Sunday,1,3,70,8922,33.58373877917835,1
2022-11-01 11:50:20.150004,clear,dry,highway,Tuesday,11,9,65,2662,15.26122751614976,1
2025-01-14 22:57:30.150004,clear,dry,highway,Tuesday,22,5,65,4926,2.011936403890921,0
2022-09-05 08:11:05.150004,clear,dry,intersection,Monday,8,8,35,9001,9.22633585132662,0
2023-12-03 00:35:59.150004,clear,dry,intersection,Sunday,0,3,40,4273,-4.708479396071599,0
2024-08-01 04:33:25.150004,clear,dry,highway,Thursday,4,2,55,3197,35.201786986936895,0
2022-04-29 23:39:34.150004,rain,wet,highway,Friday,23,8,65,655,10.409891604571602,1
2024-04-20 04:14:25.150004,clear,dry,highway,Saturday,4,1,70,8132,39.019560229653784,0
2024-05-23 09:48:20.150004,rain,dry,highway,Thursday,9,9,35,1231,7.376938663125962,0
2024-03-13 15:24:50.150004,rain,dry,highway,Wednesday,15,4,40,517,31.81780236135605,0
2022-05-11 18:55:58.150004,rain,wet,residential,Wednesday,18,8,45,533,2.8192656645726597,0
2024-03-19 02:39:35.150004,snow,snowy,highway,Tuesday,2,1,45,329,-6.192355331119889,1
2024-10-11 21:31:01.150004,clear,icy,intersection,Friday,21,6,70,7800,-8.413331916309964,1
2023-04-19 23:44:55.150004,clear,wet,residential,Wednesday,23,9,65,5069,20.308421332239178,0
2024-01-04 19:29:00.150004,snow,snowy,rural,Thursday,19,10,40,763,5.578683583679471,1
2023-05-20 07:20:14.150004,clear,dry,intersection,Saturday,7,7,25,5773,12.175994023791418,0
2022-07-28 23:21:02.150004,clear,wet,highway,Thursday,23,2,70,6596,30.932351780039767,0
2024-08-06 00:24:12.150004,rain,wet,highway,Tuesday,0,2,25,707,2.405404284740108,1
2023-07-05 14:33:56.150004,rain,wet,highway,Wednesday,14,3,45,989,5.4326238367456625,1
2023-06-26 05:29:11.150004,snow,icy,residential,Monday,5,2,55,626,32.26680925293336,1
2022-07-06 04:14:15.150004,fog,dry,intersection,Wednesday,4,3,35,461,14.638113667175205,1
2024-05-05 11:49:49.150004,rain,wet,residential,Sunday,11,9,70,1629,31.38325835262438,1
2022-10-17 14:18:26.150004,clear,dry,intersection,Monday,14,8,65,6212,8.72380017331582,1
2022-08-04 05:27:34.150004,snow,dry,highway,Thursday,5,1,65,386,9.918499041355425,1
2024-08-31 00:56:18.150004,clear,dry,residential,Saturday,0,1,45,394,-1.6430819110871866,0
2022-11-06 14:56:01.150004,clear,dry,highway,Sunday,14,10,45,5229,35.81729267974832,0
2024-04-04 01:57:53.150004,snow,snowy,intersection,Thursday,1,2,70,859,34.839184700630476,1
2022-07-07 02:37:52.150004,clear,dry,rural,Thursday,2,1,70,6422,39.210850728238675,0
2022-07-22 11:54:15.150004,clear,wet,rural,Friday,11,1,40,2530,10.122356358485575,0
2025-01-11 09:35:59.150004,clear,dry,residential,Saturday,9,8,25,8640,30.930747087932104,0
2023-06-14 22:03:38.150004,snow,snowy,highway,Wednesday,22,2,55,866,10.74768658360593,1
2022-06-17 17:04:24.150004,clear,dry,intersection,Friday,17,9,40,6792,12.71493944604864,0
2022-08-30 01:39:52.150004,rain,wet,rural,Tuesday,1,2,45,645,31.499969679741227,1
2024-04-30 19:25:46.150004,clear,dry,highway,Tuesday,19,10,30,6950,-1.131661455680014,0
2024-02-15 01:44:18.150004,rain,wet,rural,Thursday,1,3,35,1566,1.0155467230876152,1
2023-11-15 02:18:18.150004,rain,wet,highway,Wednesday,2,2,45,524,5.736412019790752,1
2024-07-14 04:02:16.150004,clear,dry,highway,Sunday,4,3,70,5573,29.408951625002878,0
2023-07-02 19:45:20.150004,clear,wet,rural,Sunday,19,1,40,3899,8.632577468404136,0
2022-05-17 00:51:39.150004,clear,wet,highway,Tuesday,0,1,30,1827,7.90841041403808,1
2023-12-19 10:00:07.150004,fog,dry,intersection,Tuesday,10,1,30,414,39.94081726276209,1
2022-11-07 14:24:14.150004,rain,wet,intersection,Monday,14,8,45,366,9.190307154973972,1
2022-04-27 21:06:09.150004,snow,snowy,highway,Wednesday,21,3,55,692,2.3885268157793487,1
2023-09-09 15:07:45.150004,clear,dry,intersection,Saturday,15,10,25,3108,21.160683910047165,0
2023-11-14 10:37:52.150004,rain,wet,highway,Tuesday,10,2,30,1519,30.09399759775004,1
2022-08-10 18:26:39.150004,rain,wet,highway,Wednesday,18,10,65,780,-6.519608313842037,1
2025-01-20 17:47:08.150004,rain,wet,residential,Monday,17,8,70,1406,20.94461155692375,0
2022-08-29 10:56:32.150004,fog,wet,highway,Monday,10,4,70,376,-8.213227205988762,1
2023-11-24 09:02:04.150004,clear,dry,rural,Friday,9,8,35,4460,16.316617548975895,0
2023-02-19 22:00:35.150004,clear,dry,intersection,Sunday,22,2,70,2630,2.84957818789046,0
2024-03-26 07:22:01.150004,rain,wet,highway,Tuesday,7,10,40,1799,5.332084883659286,0
2023-09-19 20:08:45.150004,rain,wet,intersection,Tuesday,20,5,40,1999,13.35479819911913,1
2024-01-11 21:30:16.150004,clear,dry,residential,Thursday,21,9,40,2642,36.35537303727935,0
2022-10-14 05:48:56.150004,clear,dry,rural,Friday,5,2,65,4839,25.533365329393824,0
2022-08-04 18:02:53.150004,clear,wet,residential,Thursday,18,10,45,8310,36.84227981422482,0
2024-11-10 23:50:24.150004,clear,dry,highway,Sunday,23,1,40,8652,22.998550227933883,0
2023-09-28 07:04:20.150004,clear,dry,highway,Thursday,7,10,65,7282,-9.644612645607017,0
2023-04-17 01:40:13.150004,rain,wet,residential,Monday,1,3,40,1309,3.27925986738388,1
2022-08-14 07:09:06.150004,rain,wet,rural,Sunday,7,10,35,1779,35.28862888601869,1
2024-12-10 05:12:54.150004,clear,dry,rural,Tuesday,5,2,65,4885,22.17227604838724,0
2024-10-03 23:38:34.150004,clear,dry,highway,Thursday,23,4,25,9732,39.08236182851374,0
2022-08-08 07:10:15.150004,clear,dry,rural,Monday,7,8,55,3393,-2.20179903908522,0
